10/09/21 10:59:48,4419.0,27.0,34.0,3442.0,65531.0,3444.0,65482.0
10/09/21 10:59:49,4838.0,24.0,34.0,3442.0,0.0,3442.0,65479.0
10/09/21 10:59:50,4838.0,24.0,34.0,3442.0,9.0,3442.0,65482.0
10/09/21 10:59:51,4838.0,27.0,34.0,3442.0,3.0,3442.0,65482.0
10/09/21 10:59:52,4838.0,27.0,34.0,3442.0,3.0,3444.0,65482.0
10/09/21 10:59:53,4838.0,27.0,37.0,3442.0,3.0,3442.0,65482.0
10/09/21 10:59:54,4838.0,24.0,34.0,3442.0,0.0,3444.0,65482.0
10/09/21 10:59:55,4838.0,24.0,34.0,3442.0,0.0,3444.0,65482.0
10/09/21 10:59:56,4840.0,27.0,37.0,3442.0,0.0,3442.0,65482.0
10/09/21 10:59:57,4838.0,27.0,34.0,3442.0,0.0,3442.0,65482.0
10/09/21 10:59:58,4838.0,27.0,34.0,3442.0,3.0,3442.0,65482.0
10/09/21 10:59:59,4838.0,27.0,34.0,3442.0,3.0,3442.0,65482.0
10/09/21 11:00:00,4838.0,27.0,34.0,3442.0,3.0,3442.0,65482.0
10/09/21 11:00:01,4838.0,27.0,37.0,3442.0,3.0,3444.0,65482.0
10/09/21 11:00:02,4838.0,27.0,37.0,3442.0,3.0,3442.0,65482.0
10/09/21 11:00:04,4838.0,27.0,37.0,3442.0,3.0,3442.0,65482.0
10/09/21 11:00:05,4838.0,24.0,37.0,3442.0,3.0,3442.0,65482.0
10/09/21 11:00:06,4838.0,24.0,34.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:07,4838.0,24.0,34.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:09,4838.0,24.0,37.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:10,4838.0,24.0,37.0,3442.0,3.0,3442.0,65482.0
10/09/21 11:00:12,4838.0,27.0,31.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:13,4838.0,24.0,34.0,3442.0,0.0,3444.0,65482.0
10/09/21 11:00:15,4838.0,24.0,34.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:16,4838.0,27.0,34.0,3442.0,0.0,3442.0,65479.0
10/09/21 11:00:18,4838.0,27.0,37.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:20,4838.0,24.0,37.0,3442.0,0.0,3442.0,65482.0
10/09/21 11:00:22,4838.0,24.0,37.0,3442.0,0.0,3444.0,65482.0
10/09/21 11:00:24,4838.0,27.0,31.0,3442.0,65534.0,3442.0,65482.0
10/09/21 11:00:26,4840.0,24.0,37.0,3442.0,65531.0,3442.0,65479.0
10/09/21 11:00:28,4838.0,27.0,37.0,3442.0,65531.0,3442.0,65479.0
10/09/21 11:00:30,4838.0,27.0,34.0,3442.0,65531.0,3442.0,65479.0
10/09/21 11:00:32,4838.0,24.0,34.0,3442.0,65531.0,3442.0,65482.0
10/09/21 11:00:35,4838.0,24.0,34.0,3442.0,65531.0,3442.0,65482.0
10/09/21 11:00:37,4838.0,27.0,34.0,3442.0,65531.0,3442.0,65482.0
