10/09/21 10:50:24,4421.0,24.0,31.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:50:56,4419.0,21.0,37.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:50:57,4840.0,24.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:50:58,4840.0,24.0,40.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:50:59,4840.0,27.0,31.0,3444.0,9.0,3444.0,65479.0
10/09/21 10:51:00,4840.0,27.0,37.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:01,4840.0,21.0,31.0,3444.0,9.0,3444.0,65479.0
10/09/21 10:51:02,4840.0,24.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:03,4840.0,24.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:04,4840.0,24.0,37.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:05,4840.0,24.0,37.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:06,4840.0,24.0,31.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:07,4840.0,31.0,37.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:08,4840.0,27.0,37.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:09,4840.0,27.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:10,4840.0,27.0,31.0,3444.0,9.0,3444.0,65479.0
10/09/21 10:51:11,4840.0,27.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:13,4840.0,24.0,34.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:14,4840.0,24.0,37.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:15,4840.0,24.0,31.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:17,4840.0,27.0,34.0,3444.0,9.0,3444.0,65479.0
10/09/21 10:51:18,4840.0,31.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:19,4840.0,24.0,34.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:21,4840.0,27.0,37.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:23,4840.0,27.0,37.0,3444.0,6.0,3444.0,65482.0
10/09/21 10:51:25,4840.0,24.0,34.0,3444.0,6.0,3444.0,65479.0
10/09/21 10:51:26,4840.0,24.0,34.0,3444.0,9.0,3444.0,65479.0
