06/09/21 16:34:17,4422.0,31.0,34.0,4838.0,3447.0,3.0,4845.0,3446.0,65470.0
06/09/21 16:34:18,4838.0,27.0,34.0,4838.0,3447.0,3.0,4845.0,3447.0,65473.0
06/09/21 16:34:19,4838.0,31.0,34.0,4837.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:20,4838.0,27.0,34.0,4838.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:21,4838.0,24.0,37.0,4838.0,3447.0,3.0,4845.0,3446.0,65473.0
06/09/21 16:34:22,4838.0,24.0,37.0,4838.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:23,4838.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:24,4838.0,27.0,37.0,4838.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:25,4838.0,24.0,34.0,4837.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:26,4838.0,27.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:27,4838.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:28,4840.0,31.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:29,4840.0,27.0,34.0,4840.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:30,4840.0,27.0,40.0,4837.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:31,4838.0,27.0,34.0,4837.0,3447.0,3.0,4845.0,3446.0,65473.0
06/09/21 16:34:32,4838.0,27.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:33,4838.0,27.0,37.0,4838.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:34,4840.0,31.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:35,4838.0,24.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:36,4840.0,27.0,31.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:37,4838.0,31.0,34.0,4838.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:38,4838.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:39,4840.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:40,4838.0,27.0,34.0,4838.0,3447.0,6.0,4845.0,3446.0,65473.0
06/09/21 16:34:41,4838.0,27.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:42,4838.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:43,4838.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:44,4840.0,27.0,34.0,4838.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:45,4838.0,27.0,34.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:46,4840.0,31.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:47,4840.0,27.0,34.0,4838.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:49,4840.0,27.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:50,4840.0,27.0,34.0,4840.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:51,4840.0,27.0,34.0,4840.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:52,4840.0,27.0,37.0,4838.0,3447.0,6.0,4847.0,3446.0,65473.0
06/09/21 16:34:54,4840.0,27.0,34.0,4838.0,3447.0,3.0,4845.0,3446.0,65473.0
06/09/21 16:34:55,4838.0,31.0,34.0,4838.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:56,4838.0,24.0,34.0,4838.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:58,4840.0,27.0,34.0,4840.0,3447.0,3.0,4847.0,3446.0,65473.0
06/09/21 16:34:59,4840.0,27.0,37.0,4838.0,3447.0,6.0,4848.0,3446.0,65473.0
