02/09/21 12:55:32,4430.0,34.0,31.0
02/09/21 12:55:33,4840.0,34.0,31.0
02/09/21 12:55:34,4841.0,34.0,31.0
02/09/21 12:55:35,4840.0,34.0,31.0
02/09/21 12:55:36,4840.0,37.0,34.0
02/09/21 12:55:37,4840.0,34.0,31.0
02/09/21 12:55:38,4841.0,34.0,34.0
02/09/21 12:55:39,4840.0,34.0,27.0
02/09/21 12:55:40,4840.0,34.0,34.0
02/09/21 12:55:41,4840.0,37.0,31.0
02/09/21 12:55:42,4840.0,34.0,34.0
02/09/21 12:55:43,4840.0,34.0,31.0
02/09/21 12:55:44,4840.0,34.0,31.0
02/09/21 12:55:45,4840.0,37.0,34.0
02/09/21 12:55:46,4840.0,34.0,27.0
02/09/21 12:55:47,4840.0,34.0,31.0
02/09/21 12:55:48,4840.0,37.0,27.0
02/09/21 12:55:49,4840.0,34.0,27.0
02/09/21 12:55:50,4841.0,34.0,31.0
02/09/21 12:55:51,4840.0,31.0,34.0
02/09/21 12:55:52,4840.0,34.0,31.0
02/09/21 12:55:53,4840.0,37.0,27.0
02/09/21 12:55:54,4840.0,37.0,31.0
02/09/21 12:55:56,4840.0,34.0,34.0
02/09/21 12:55:57,4840.0,37.0,31.0
02/09/21 12:55:58,4840.0,34.0,34.0
02/09/21 12:55:59,4840.0,34.0,31.0
02/09/21 12:56:01,4840.0,34.0,31.0
02/09/21 12:56:02,4840.0,34.0,31.0
02/09/21 12:56:04,4840.0,34.0,31.0
02/09/21 12:56:05,4840.0,31.0,31.0
02/09/21 12:56:06,4840.0,37.0,31.0
02/09/21 12:56:08,4840.0,34.0,31.0
02/09/21 12:56:09,4840.0,34.0,31.0
02/09/21 12:56:11,4840.0,34.0,27.0
02/09/21 12:56:13,4840.0,34.0,31.0
02/09/21 12:56:14,4840.0,34.0,31.0
02/09/21 12:56:16,4840.0,34.0,31.0
