30/08/21 13:55:56,4432.0,31.0,34.0
30/08/21 13:55:57,4840.0,27.0,34.0
30/08/21 13:55:58,4841.0,27.0,34.0
30/08/21 13:55:59,4840.0,31.0,34.0
30/08/21 13:56:00,4841.0,27.0,37.0
30/08/21 13:56:02,4840.0,24.0,34.0
30/08/21 13:56:03,4840.0,27.0,34.0
30/08/21 13:56:04,4841.0,27.0,34.0
30/08/21 13:56:05,4840.0,27.0,34.0
30/08/21 13:56:06,4841.0,27.0,37.0
30/08/21 13:56:07,4841.0,27.0,37.0
30/08/21 13:56:08,4841.0,27.0,34.0
30/08/21 13:56:09,4841.0,27.0,37.0
30/08/21 13:56:10,4841.0,27.0,37.0
30/08/21 13:56:11,4841.0,27.0,37.0
30/08/21 13:56:12,4841.0,27.0,34.0
30/08/21 13:56:13,4841.0,27.0,37.0
30/08/21 13:56:14,4841.0,27.0,37.0
30/08/21 13:56:15,4841.0,31.0,37.0
30/08/21 13:56:16,4841.0,27.0,34.0
30/08/21 13:56:17,4841.0,27.0,37.0
30/08/21 13:56:18,4841.0,27.0,34.0
30/08/21 13:56:19,4841.0,27.0,34.0
30/08/21 13:56:20,4841.0,31.0,37.0
30/08/21 13:56:21,4841.0,27.0,37.0
30/08/21 13:56:22,4840.0,27.0,34.0
30/08/21 13:56:23,4841.0,27.0,34.0
30/08/21 13:56:24,4843.0,27.0,34.0
30/08/21 13:56:25,4841.0,27.0,34.0
30/08/21 13:56:26,4843.0,31.0,37.0
30/08/21 13:56:27,4843.0,27.0,34.0
30/08/21 13:56:28,4841.0,27.0,34.0
30/08/21 13:56:29,4843.0,24.0,37.0
30/08/21 13:56:30,4840.0,27.0,34.0
30/08/21 13:56:31,4841.0,27.0,34.0
30/08/21 13:56:32,4841.0,27.0,34.0
30/08/21 13:56:33,4841.0,27.0,37.0
30/08/21 13:56:34,4841.0,27.0,37.0
30/08/21 13:56:35,4841.0,27.0,37.0
30/08/21 13:56:36,4841.0,27.0,37.0
30/08/21 13:56:37,4843.0,27.0,37.0
30/08/21 13:56:38,4841.0,24.0,37.0
30/08/21 13:56:39,4841.0,31.0,34.0
30/08/21 13:56:40,4841.0,27.0,37.0
30/08/21 13:56:41,4841.0,27.0,37.0
30/08/21 13:56:42,4841.0,31.0,31.0
30/08/21 13:56:44,4841.0,27.0,37.0
30/08/21 13:56:45,4843.0,27.0,37.0
30/08/21 13:56:46,4843.0,31.0,34.0
30/08/21 13:56:47,4841.0,27.0,37.0
30/08/21 13:56:48,4841.0,27.0,37.0
30/08/21 13:56:49,4841.0,27.0,34.0
30/08/21 13:56:50,4841.0,27.0,37.0
30/08/21 13:56:51,4841.0,31.0,37.0
30/08/21 13:56:52,4841.0,27.0,34.0
30/08/21 13:56:53,4843.0,27.0,37.0
30/08/21 13:56:54,4841.0,27.0,37.0
30/08/21 13:56:55,4843.0,27.0,37.0
30/08/21 13:56:56,4841.0,27.0,37.0
30/08/21 13:56:57,4841.0,27.0,34.0
30/08/21 13:56:58,4841.0,27.0,37.0
30/08/21 13:56:59,4843.0,27.0,37.0
30/08/21 13:57:00,4843.0,27.0,37.0
30/08/21 13:57:01,4843.0,24.0,34.0
30/08/21 13:57:03,4843.0,27.0,34.0
